10706-retinoblastoma-cancer-of-the-eye,always dilated,black center colored part eye,genetic mutation,inflammation irritation,leukocoria,mutation causes cells eye grow uncontrollably,red inflamed eyes,strabismus range mild severe,white certain angles photo,white cloudy,white pupil ( leukocoria ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17742-polycythemia-vera,bleeding gums,blood cells body,blurry double vision itchy skin,difficulty breathing,genetic mutation ( abnormality ),low levels oxygen blood long periods time,lying enlarged,many red blood cells,mutations tet gene,reddish purplish color,ringing ears ),sweating,tiredness weakness,weight loss tinnitus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17898-hypersensitivity-pneumonitis,bacteria molds fungi chemicals,chest tightness,chills,chronic hp,chronic hp leads irreversible,cough fatigue,dry cough,especially exertion activity,fatigue,finger toe clubbing ( rounding widening ),hacking cough,hp,inflammation lung tissue inhaled,little oxygen reaching body tissues,permanent scarring lung tissue,pulmonary fibrosis,repeated exposure allergen,shallow breathing dry,shortness breath,shortness breath fast,weight loss fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21948-anthropophobia-fear-of-people,anticipatory anxiety,anticipatory anxiety dread,anxiety,anxious,difficulty breathing shortness breath,dyspnea,hormonal imbalances,nausea,problems adrenal glands ( glands produce stress hormones,rapid heartbeat heart palpitations,sweating,tremors shaking,vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21813-nicotine-headache,asthma ear infections,coughing,decreasing blood flow brain,dizziness,dry mouth scratchy throat,harder relieve pain,headache,headaches,increase sensitivity brain ’ pain receptors,insomnia,jittery anxious,lightheadedness,loss taste changes taste,lower respiratory infections,lung cancer,narrow blood vessels,nausea,pain,pneumonia bronchitis,severe headaches,shortness breath,side effects,stroke,vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17219-torn-meniscus,age arthritis,degeneration arthritis,increase risk knee injuries,knee injury,knee pain,meniscus tear,meniscus tears,something popped knee time injury,stiffness swollen knee,tear,tear meniscus motion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12230-birth-defects,abnormalities central nervous system,abnormalities facial features,abnormalities heart,abnormalities parathyroid gland,"abnormalities renal , thymus gland",accidental damage,amniotic fluid,baby vulnerable injury embryo stage organs,cases achondroplasia,chromosomal abnormalities,defective genes,deletions duplications single genes,developmental delay,diabetes obesity,downward slant eyes,drug exposure pregnancy,embryo stage,environmental factors,excessive pressure,excessive pressure entire baby,extreme short stature malformed bones,"fetal stage , remainder pregnancy",fluid breaks,genetic hereditary factors,greatest damage exposure,growth delay,hyperactivity,inadequate amount amniotic fluid,infection pregnancy,inheriting extra absent chromosome,irritability,learning disabilities absence ovaries,low-set malformed ears,malformations skull face,many chromosomes,muscle weakness,new damage controlling gene,pregnancy exposure,progressive damage lungs pancreas,pulmonary hypoplasia,risk miscarriage,serious conditions,short stature,single-gene defects,skin conditions,spontaneous mutation,straightforward cause,translocations chromosomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12061-arthritis,extra strain joints,gout,joint discomfort,mild people severe others,much uric acid body,obesity,pain,redness,repeated stress joints,stiffness,swelling,tenderness,warmth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14165-sebaceous-cysts,acne,cysts,cysts develop gland duct,deformed duct,genetic conditions,lump,malignant,red,skin area cyst,skin condition,surgical wound,tender touch,trauma area scratch,warm cyst inflamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15606-ebola-virus-disease,abdominal pain,achiness muscle bones,bleeding,blood,chills,diarrhea,fever,headache,infection,minor injury,mouth area broken skin,mucus ( “ snot ” ),nose mouth,poor appetite,rash,saliva,spread air,virus group viral hemorrhagic fever ( vhf ) viruses,vomit,vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15235-bruises,area heals,blood pools skin,darker skin,discolored,hematoma,internal blood vessel injury,painful bump,purple,red purplish,swollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21925-filariasis,blood infect mosquito,brugia timori,coughing difficulty breathing,damage lymphatic system,difficult body fight infections,edema,elephantiasis,fluid buildup lymphatic system,frequent bacterial infections,hydrocele — swelling fluid buildup scrotum,increase white blood cells,infection,inflammation,leading painful,lymphedema,overactivated immune system,swelling fluid buildup arms,swollen enlarged body parts,thickened hardened skin fluid retention,tiny worms,weakened immune system,wuchereria bancrofti causes infections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5995-vesicoureteral-reflux,bacteria,bedwetting urinary retention,benign prostate hypertrophy,bilateral vur — opposed unilateral — common secondary vur,bladder kidney infections,bladder leakage,bladder problems,bladder stones,burning pain,chronic kidney failure,come pain urination pain kidney/flank region,common urinary tract infection,complications,concretions,constipation,estimated % % children uti vur,fever,high blood pressure,kidney damage,kidney scarring,kidney stones,long-term complications,neurogenic bladder,pain lower abdomen,pain lower upper back,primary vur children abnormal ureter,renal hypertension,renal scarring,secondary vur,secondary vur blockage tissue narrowing bladder neck urethra,stones,ureteral stones,urinary incontinence,urinary tract,urinary tract infection,urinary tract infections,urinary tract infections ( utis ),urine back urinary tract instead exiting urethra,urolithiasis formation stony concretions bladder urinary tract,uti,utis,vur,vur lead bladder kidney infections urine,vur lead recurrent urinary tract infections ( utis ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21674-congenital-heart-disease,abnormal blood flow,abnormal chromosomes genetics,cyanosis,diabetes,excessive sleepiness,extreme tiredness,fast breathing trouble breathing,fatigue,heart murmur,illnesses mother pregnancy,number heart defects,phenylketonuria viral infection,poor blood circulation,severity condition,swishing sound made heart,type defect,unusually tired breath exercise,weak pulse pounding heartbeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14391-melanoma,atypical moles,blistering sunburns,damage cell ’ dna,freckles,many moles,near equator high elevations,potential problems,skin cancer,uv exposure,weakened immune system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22030-b-cell-lymphoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11036-shingles,"abdomen face , neck shoulders",blisters,breathing airborne varicella-zoster virus,burning,chickenpox,chills,contagious rash,fever,fluid oozes blisters,fluid-filled,fluid-filled blisters break open scab,headache,itching,mild severe pain area skin affected,occur areas including arms legs,open blisters,pain,pain area skin,painful,raised rash,raised rash small area skin,rash,rash blister phase,red,redness skin affected area,scabs,stabbing,stomach upset,tingling burning feeling area skin,tired,varicella-zoster virus,varicella-zoster virus spread,virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21850-ageusia-loss-of-sense-of-taste,allergies,anosmia,common cold,covid- infection,damage taste buds,diabetes,dry mouth ( xerostomia ) condition,high blood pressure,high blood pressure ( hypertension ),influenza,injuries head ear,lead loss sense taste,loss sense smell,multiple sclerosis ( ms ),nasal congestion,nutritional deficiencies,obesity,oral health problems,pharyngitis,salivary gland infections,sinus infection,sinusitis,sore throat,strep throat,underlying condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476-fragile-x-syndrome,aggressiveness irritability,anxiety,delayed early developmental milestones,depression,enlarged testicles,epilepsy,flapping biting hands,flexible double-jointed fingers,full mutation,fxs,high-arched palate,large ears crossed/lazy eyes,large forehead,large jaw,"long , narrow face",low intelligence quotient ( iq ),low muscle tone,mosaicism,obesity,obsessive compulsive behaviors,people fxs,premutation carrier,seizures,self-injury behaviors,size mutation,sleep problems,sleeping problems,social anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15807-osteogenesis-imperfecta-oi,babies born oi problem,bone deformity pain,brittle discolored teeth,broken bones,bruising,connective tissue,difficulty breathing,gene mutation,hearing loss,ligaments teeth,loose joints muscle weakness,mutation,severe forms,small stature,triangular face shape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21883-left-ventricular-hypertrophy,aortic valve narrow,aortic valve stenosis,arrhythmia,chest pain,condition worsens,damage heart lead less blood flow,diabetes,diabetes lead heart damage,difficult blood pass,dizziness,fainting,fast irregular heartbeat,fatigue,genetic condition,high blood pressure ( hypertension ),high blood sugar levels,hypertrophic cardiomyopathy,irregular heart rhythm,larger thicker,lvh,mild lvh,muscle heart thickens,shortness breath,syncope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16743-aortic-dissection,aneurysms dissection susceptible people,atherosclerosis,breakdown,breakdown wall structure increased wall stiffness,buildup plaque arteries ),cardiac tamponade,confusion,congenital ( “ born ” ) heart conditions,damage internal organs,death,diastolic heart murmur,fainting dizziness,fluid buildup heart muscle sac covering heart,heavy sweating,high blood pressure,loss elastic fibers,loss vision,low blood pressure,mmhg pressure difference arms,muffled heart sounds,ongoing high blood pressure ( hypertension ),rapid weak pulse,resulting tear,resulting tear dissection,severe chest pain,shortness breath,slow breakdown cells,stabbing ripping feeling,stroke,"sudden severe , sharp pain chest upper back",tearing,traumatic injury chest,trouble talking,underlying vulnerability,vasculitis,weakness paralysis one side body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335-influenza-flu,body aches painssometimes ( usually mild ) common ( severe ) fatigue ( tiredness ),chills,common cold,common cold flu caused viruses,diarrhea,discomfortcommon ( mild moderate ) common ( severe ) vomitingnot commonsometimes,dry cough,earachebronchitis,fever,flu,headache,illness,increasing degree fever,loss appetite,mean bacterial infection,muscle aches,pneumonia ( life-threatening ),runny nose,runny nosecommon ( nasal discharge,shortness breath,sometimesstuffy nosecommonsometimesheadachesometimes ( usually mild ) common ( usually severe ),sore throat,stomach flu ” misnomer,sudden onset moderate high fever,"sweatingnot commoncommonnauseauncommoncommon childrenloss appetitesometimescommonsneezingcommonsometimescoughcommon ( mild moderate ) common ( intense , severe ) sore throatcommonsometimeschest congestion",tiredness,vomiting,watery eyescommonsometimescomplicationssinus congestion,weaker weaker,weaknesssometimes ( usually mild ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17936-autoimmune-pancreatitis,aip cancer,aip similar pancreatic cancer,back pain,extreme tiredness ),fatigue,mass growth pancreas,pancreatic cancer,stomach pain,weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9833-munchausen-syndrome-factitious-disorder-imposed-on-self,common individuals,deliberate dehydration,frequent illnesses,multiple surgical scars,predictable relapses,seizures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963-bacterial-vaginosis,another vaginal infection,bv ) yeast infections,discharge yeast infections,grey greenish color vaginal discharge,infection,itchy sore vagina,similar infections,vaginal infections,vaginal irritation,vaginal irritation itchiness,yeast infections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451-panic-disorder,chest pain,chills,choking smothering sensation,depression,difficulty breathing,handle fear anxiety,intense feeling terror,nausea,sweating,tingling numbness fingers toes,trembling shaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22033-otosclerosis,balance problems,dizziness,ringing ears ( tinnitus ),"small , triangular bone middle ear )",sound waves transmitted inner ear ( cochlea ),stapes bone,surrounding bone tissue,vertigo,’ converted signals sent brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21624-autoimmune-diseases,abdominal pain,acid reflux,anxiety depression,bloating,blurry vision,chest pain,confusion,constipation,difficulty thinking,dizziness,dry mouth,dry skin,exposure toxins,fatigue,fever,hair loss,headaches,infections,inflammation,insomnia,itching,joint pain,lightheadedness,memory issues,migraines,muscle aches pains,muscle weakness,nausea,numbness tingling,obesity,pain,rapid irregular heartbeat,rashes,risk factors,shortness breath,stiffness swelling,swollen glands,weight gain loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17887-selective-iga-deficiency-,airways ( air passages lungs,common areas infection,iga deficiency,incidence rate,repeated infections,risk factors,similar immune problem,similar immune problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17492-spermatocele,cysts,cysts tiny,dull aching heaviness scrotum,infection,large growth,pea-sized lump,point blockage epididymal duct inflammation,scrotal swelling,sign injury,small lump sits right behind testicle,testicular cysts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17962-inherited-metabolic-disorders,abnormal chemical reactions,defects genes,deficiencies,deficiency hormones enzymes,developmental delay,gene changes,others debilitating,pain abdomen,poor appetite energy levels,seizures,unusual odors,weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17653-dysarthria,amyotrophic lateral sclerosis,breathy nasal,cerebral palsy,congenital ( born ) structural problems,damage speech organs changes,dementia,"difficulty moving lips , jaw tongue",illness injury leads brain damage,multiple sclerosis,mumbled,muscular dystrophy,myasthenia gravis,robotic choppy,slurred,sound hoarse,stroke,trauma face mouth,traumatic brain injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14792-ascites,abdominal pain,back pain,bloating,cirrhosis,decrease liver function,digestive issues,fatigue,heart failure,high pressure causes fluid leak veins belly collect,indigestion constipation,infection cancer,kidney failure,large belly rapid weight gain,loss appetite,portal hypertension,portal hypertension high pressure portal vein delivers blood liver,shortness breath,swelling ankles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22162-overflow-incontinence,benign prostatic hyperplasia ),bladder completely emptying,blockage,blockage bladder ( bladder outlet obstruction ),constant dribbling leaking urine,diabetes,enlarged prostate,frequent urination small amounts urine,increase urine volume,leak urine,men prostate issues,nerve damage spinal cord injuries,people diabetes,prostate cancer block urethra,prostate problems,scar tissue,small amounts urine,stricture,too-full bladder,urinary retention,weak bladder muscles nerve damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21538-hemicrania-continua,continua pain,environmental factors,eye pain,headache eye,nasal congestion,nausea,pain chronic,ptosis ( drooping eyelid,red eyes tearing,runny nose,sensitivity light loud noises,stress lack sleep,vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16898-coronary-artery-disease,aching,angina,arm weakness numbness,buildup plaque arteries,burning,chest discomfort,chest pain,cold sweat,difficulty speaking,discomfort,"discomfort pain shoulders , neck , abdomen ( belly ) and/or back",dizziness,drooping one side face,fullness,heart attack,heart pumping,heaviness,indigestion heartburn,"left shoulder , arms , neck , back jaw",lightheadedness,long-term damage,loose moved brain,nausea,numbness,pressure,shortness breath,slurred speech,squeezing dull ache,stroke,tightness,tired,unexplained anxiety,weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21994-alcoholic-cardiomyopathy,chest pain,coughing,damage multiple organ systems,edema,"especially feet , ankles lower legs",fatigue weakness,fluid buildup swelling,genetic mutations,heart palpitations,increased damage lead problems,increased pressure bulging veins neck,intoxication,lightheaded,loss muscle mass,noticeable decrease appetite,swelling hardening liver,trouble breathing,unpleasant sensation heartbeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17535-swimmers-shoulder,inflammation scar tissue,labral tear rotator cuff tear,muscle weakness fatigue,reduced range motion,repeated strain shoulder joint irritates tendon muscle tissue,shoulder impingement,shoulder instability,shoulder pain,shoulder tendon pain,tiny tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17697-epididymitis,bacterium e. coli,blockage urethra,chills,enlarged infected prostate gland,infection,infections,moving rest groin swelling redness,mumps virus,"muscular , walnut-sized gland",pain scrotum,pain urinating,testicle blood semen fever,tuberculosis,usually bacteria mycoplasma chlamydia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21484-leaky-heart-valve-mitral-valve-regurgitation,abnormal heart muscle,birth heart defects,cardiomyopathy,change shape heart,complications infection,congenital heart conditions,dizziness,dyspnea,endocarditis rheumatic fever,enlarged aorta,enlarged heart,fainting,fast fluttering heartbeat,high blood pressure lungs ),injury trauma heart,mitral valve prolapse,pain pressure chest,pulmonary hypertension,shortness breath,swollen ankles feet,tiredness,unusual fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21671-sesamoiditis,bruising,difficult walk,difficulty bearing weight walking,difficulty bending big toe,dull ache big toe builds,gout,overuse tendons interact sesamoid bones foot,pain big toe,redness,repetitive stress tendons sesamoid bones feet prone,side effect gout,swelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21510-diabetic-feet,blister,blisters,blood flow legs feet,calluses sores,changes skin toenails,cut sore,cuts,darkened skin affected area,diminished ability sense hot cold,feet numb,foul smell,infected,long-term high blood sugar,loss hair area,narrowed blocked,numbness,pain,redness,reduced blood flow,skin discoloration,swelling,tingling,type nerve damage,wounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15742-inhalant-abuse,apathy,changes behavior,chemical odors breath clothes,confusion,depression,hostility,irritability,paranoia,poor concentration,runny nose nosebleeds,significant decrease appetite weight loss,slurred speech,tiredness,ulcers irritation around nose mouth,whippets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
